incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,notes,created_at,updated_at
2025-1217-001,Sovereign Wisdom Academy Ltda.,1527242577.22,BR,61,52,20259,False,,2025-12-17,False,2025-12-31,2026-01-13,supply_chain,,,Akira,suspected,,,"VPN,payment_systems",66.67,https://www.bfdi.bund.de/decisions/2025/07/INQ-2025-00053,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001124052&type=8-K&dateb=20250722&owner=include&count=10,gdpr_notification,1,79.56,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0315-001,PortAero Logistics Ltd.,7894976366.24,AU,48-49,,49322,True,PORT.AX,2025-03-15,False,2025-03-27,2025-04-26,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Sandworm,probable,262240,credentials,"active_directory,HR_systems",,https://krebsonsecurity.com/2025/03/portaero-logistics-l-breach-exposes-data/,https://www.portaero-logistics-ltd.com/newsroom/2025/04/security-update,verified_media,3,82.7,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1231-001,Lambert MedTech Co.,288092661.28,US,62,,1744,False,,2025-12-31,False,2026-02-02,2026-02-14,ransomware,,,DarkSide,suspected,1344167,PII,SSO,5.23,https://www.mandiant.com/resources/blog/lambert-medtech-co-incident-response-2025,,cybersecurity_firm,3,82.11,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0920-001,Obsidian Bravo Components Corp.,208580343.2,CA,31-33,,1344,True,OBC.TO,2024-09-20,False,2024-09-22,2024-10-08,supply_chain,,,DarkSide,confirmed,,,"ERP,payment_systems",203.17,https://www.obsidian-bravo-components.com/newsroom/2024/08/security-update,https://unit42.paloaltonetworks.com/threat-brief-obsidian-bravo-compo-2024/,company_pr,2,93.17,Gold,,OT/ICS systems affected; physical operations suspended for 21 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0515-001,Phoenix Development Group Inc.,465936796.14,US,53,,961,False,,2024-05-15,False,2024-05-21,2024-06-11,phishing,ddos,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Royal,suspected,,,"SCADA,ERP",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001040932&type=8-K&dateb=20241020&owner=include&count=10,,sec_filing,1,81.21,Silver,,OT/ICS systems affected; physical operations suspended for 60 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0103-001,WireAlgo Security S.p.A.,41634299.85,IT,51,,122,False,,2022-01-03,True,2022-02-02,2022-03-05,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,472363,IP,"active_directory,SCADA,file_servers,SSO,payment_systems",,https://www.theregister.com/2022/04/14/wirealgo-security-sp_security_incident/,https://unit42.paloaltonetworks.com/threat-brief-wirealgo-security-sp-2022/,verified_media,4,72.06,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0331-001,Kowalski Electric Holdings Inc.,20438774030.52,US,22,,97775,True,KOWA,2025-03-31,False,2025-05-03,2025-05-14,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,307225,credentials,file_servers,33.12,https://www.mandiant.com/resources/blog/kowalski-electric-ho-incident-response-2025,,cybersecurity_firm,3,80.82,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0408-001,Ember Sequoia Retail Inc.,3109876651.3,US,44-45,,18523,False,,2025-04-08,False,2025-04-23,2025-05-03,ddos,backdoor,,,,,,ERP,,https://www.mandiant.com/resources/blog/ember-sequoia-retail-incident-response-2025,,cybersecurity_firm,3,70.63,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0330-001,Dallas Markets Holdings Inc.,58693712.3,TW,44-45,,539,False,,2024-03-30,False,2024-04-13,2024-05-20,trojan,phishing,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,DarkSide,suspected,10358,health,"customer_database,cloud_infrastructure,active_directory",,https://www.cnil.fr/decisions/2024/12/INQ-2024-00061,https://krebsonsecurity.com/2024/05/dallas-markets-holdi-breach-exposes-data/,gdpr_notification,1,84.59,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0907-001,Hamburg Group SE,3255846565.43,DE,44-45,,49709,False,,2023-09-07,False,2023-09-18,2023-11-17,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,34454,IP,"payment_systems,file_servers,SSO",180.85,https://www.ico.org.uk/decisions/2023/11/INQ-2023-00062,,gdpr_notification,1,78.02,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0206-001,AcumenAnalytic Partners Group SA,471326062.17,FR,54,,1882,False,,2023-02-06,False,2023-02-09,2023-02-21,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,RansomHub,probable,,,"CRM,SCADA,manufacturing_OT",,https://www.ico.org.uk/decisions/2023/01/INQ-2023-00063,,gdpr_notification,1,63.94,Bronze,,Incident date based on forensic timeline reconstruction (+-2 days),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1004-001,Whitfield Diagnostics S.r.l.,36252630.85,IT,62,,210,False,,2023-10-04,False,2024-01-06,2024-01-28,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,1750,financial,"website,VPN,ERP,cloud_infrastructure,payment_systems",26.84,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001300692&type=8-K&dateb=20230312&owner=include&count=10,,sec_filing,1,98.83,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1222-001,Sendai Department Corp.,21254128189.95,JP,92,,223822,False,,2025-12-22,True,2026-01-23,2026-03-02,data_breach,,,APT28,confirmed,35436,health,"website,file_servers,email,customer_database",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001194969&type=8-K&dateb=20250901&owner=include&count=10,,sec_filing,1,86.88,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0402-001,Granite Paragon Services Holdings Inc.,500258732.06,US,52,,1120,False,,2024-04-02,False,2024-04-05,2024-05-20,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,56912,health,"HR_systems,website,cloud_infrastructure,active_directory,backup_systems",,https://www.bleepingcomputer.com/news/security/granite-paragon-services--hit-by-cyberattack-2024/,,verified_media,4,71.82,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1117-001,LogicTrace Technologies Pty Ltd.,10402622113.45,AU,51,,19010,True,LOGI.AX,2025-11-17,False,2025-11-20,2025-12-28,data_breach,backdoor,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,31233,financial,"email,CRM",,https://www.logictrace-technologies-p.com/newsroom/2025/12/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001458752&type=8-K&dateb=20250823&owner=include&count=10,company_pr,2,77.3,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1020-002,GridTech Solutions Corp.,5554393390.17,MX,51,,9916,False,,2021-10-20,False,2021-11-22,2021-12-30,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,Medusa,confirmed,,,"HR_systems,cloud_infrastructure",,https://www.bleepingcomputer.com/news/security/gridtech-solutions-corp-hit-by-cyberattack-2021/,https://www.mandiant.com/resources/blog/gridtech-solutions-c-incident-response-2021,verified_media,4,85.61,Gold,,Concurrent with public CVE disclosure (CVE-2021-2021-57524),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1104-001,Dynamo Ridge Diagnostics Corp.,8123110317.32,US,62,,35373,True,DRD,2022-11-04,False,2022-11-20,2023-01-27,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,35700,health,"backup_systems,CRM,payment_systems,file_servers,cloud_infrastructure",25.18,https://therecord.media/2022/09/05/dynamo-ridge-diagnostics--breached,https://www.cnil.fr/decisions/2022/04/INQ-2022-00069,verified_media,3,63.73,Bronze,,Company undergoing M&A at time of incident; financial attribution complex,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1101-001,Schneider Trading Group Inc.,233124942.7,AT,44-45,31-33,2809,True,SCHN.VI,2025-11-01,False,2025-12-01,2025-12-12,data_breach,supply_chain,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,132869,financial,"VPN,customer_database",,https://www.schneider-trading-group-i.com/newsroom/2025/04/security-update,https://www.aepd.es/decisions/2025/09/INQ-2025-00070,company_pr,1,96.65,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0510-001,Santos Health Holdings Inc.,5382900489.03,HK,62,,25560,True,SANT.HK,2024-05-10,False,2024-05-13,2024-05-29,ransomware,,,Rhysida,probable,,,email,197.67,https://www.bleepingcomputer.com/news/security/santos-health-holdings-in-hit-by-cyberattack-2024/,,verified_media,4,78.9,Silver,,Multiple subsidiaries affected across 10 jurisdictions,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0114-001,ProtoCyber Networks Corp.,139193788.5,US,51,,319,True,PROT,2022-01-14,False,2022-01-26,2022-03-14,phishing,,,NoName057,probable,150735,financial,"active_directory,website,CRM",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001185679&type=8-K&dateb=20220403&owner=include&count=10,,sec_filing,1,67.26,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0914-001,WattAmp Power Group Inc.,901813938.03,US,22,,1776,False,,2023-09-14,False,2023-09-19,2023-11-26,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,FIN11,unknown,,,payment_systems,157.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001095620&type=8-K&dateb=20231204&owner=include&count=10,https://www.bleepingcomputer.com/news/security/wattamp-power-group-inc-hit-by-cyberattack-2023/,sec_filing,1,75.72,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0714-001,Tempest Epoch Microsystems GmbH,929323723.62,DE,51,,1576,False,,2023-07-14,False,2023-07-15,2023-09-22,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,Cuba_Ransomware,suspected,,,"CRM,VPN,cloud_infrastructure",54.07,https://krebsonsecurity.com/2023/08/tempest-epoch-micros-breach-exposes-data/,,verified_media,4,76.11,Silver,,Third-party managed service provider was initial entry point,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0704-001,Raven Condor Commerce Ltda.,618883121.63,BR,44-45,,4041,False,,2025-07-04,False,2025-10-02,2025-11-21,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,FIN7,confirmed,112416,PII,"manufacturing_OT,active_directory,backup_systems",58.28,https://unit42.paloaltonetworks.com/threat-brief-raven-condor-commerc-2025/,https://www.raven-condor-commerce-ltd.com/newsroom/2025/05/security-update,cybersecurity_firm,3,83.81,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0228-001,Palmer Solutions Co.,31052822.02,US,51,,80,False,,2025-02-28,False,2025-04-01,2025-04-24,supply_chain,malware,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,,,,,"backup_systems,cloud_infrastructure,VPN,email",49.29,https://www.theregister.com/2025/09/11/palmer-solutions-co_security_incident/,,verified_media,4,81.06,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1020-001,DistrictState Services PLC,49691566427.84,GB,92,51,383126,False,,2025-10-20,False,2025-11-20,2025-12-24,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,BianLian,unknown,165417,health,VPN,,https://www.aepd.es/decisions/2025/02/INQ-2025-00077,https://krebsonsecurity.com/2025/09/districtstate-servic-breach-exposes-data/,gdpr_notification,1,92.25,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0222-001,Gutierrez Assurance Ltda.,132933580.37,BR,52,,360,False,,2025-02-22,False,2025-03-13,2025-04-27,phishing,,,Royal,probable,9287,mixed,"customer_database,backup_systems,payment_systems",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001539031&type=8-K&dateb=20251018&owner=include&count=10,https://unit42.paloaltonetworks.com/threat-brief-gutierrez-assurance--2025/,sec_filing,1,95.57,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1111-001,Bravo Zephyr Engineering Holdings PLC,76762678830.76,GB,31-33,,254977,True,BZE.L,2024-11-11,False,2024-11-20,2025-01-14,data_breach,apt,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Volt_Typhoon,unknown,1555,credentials,"website,customer_database",,https://therecord.media/2024/10/09/bravo-zephyr-engineering--breached,https://www.bravo-zephyr-engineering-.com/newsroom/2024/06/security-update,verified_media,4,86.69,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0101-001,Borealis Paladin Services Pte. Ltd.,6389009384.27,SG,54,,30132,True,BPS.SI,2024-01-01,True,2024-03-06,2024-03-17,trojan,,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,RansomHub,probable,7978,mixed,"CRM,file_servers,ERP,SCADA",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001888811&type=8-K&dateb=20240913&owner=include&count=10,https://www.mandiant.com/resources/blog/borealis-paladin-ser-incident-response-2024,sec_filing,1,93.4,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0708-001,Sovereign Power Electric Ltda.,720048750.23,BR,22,31-33,2195,False,,2023-07-08,False,2023-07-12,2023-10-11,ransomware,,,,,22365,mixed,HR_systems,133.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001816344&type=8-K&dateb=20230618&owner=include&count=10,https://therecord.media/2023/09/16/sovereign-power-electric--breached,sec_filing,1,84.31,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0501-001,WealthSecura Holdings Group Inc.,2602619344.67,AT,52,,6189,False,,2025-05-01,False,2025-05-19,2025-07-23,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,74646,mixed,"website,HR_systems,cloud_infrastructure,CRM",5.81,https://www.edpb.europa.eu/decisions/2025/11/INQ-2025-00082,https://therecord.media/2025/07/16/wealthsecura-holdings-gro-breached,gdpr_notification,1,84.13,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1109-001,Sable Method Associates Holdings PLC,1586067111.83,GB,54,,9746,False,,2025-11-09,False,2026-02-09,2026-02-27,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Rhysida,suspected,14808,financial,"file_servers,manufacturing_OT",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001071252&type=8-K&dateb=20250127&owner=include&count=10,https://www.bfdi.bund.de/decisions/2025/09/INQ-2025-00083,sec_filing,1,80.81,Silver,,Revenue estimated from Dun & Bradstreet industry median,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0207-001,Austin Biotech Corp.,38327097466.96,PH,62,,189223,True,AUST.PH,2022-02-07,False,2022-02-14,2022-03-05,apt,,,REvil,probable,,,"HR_systems,cloud_infrastructure",63.25,https://unit42.paloaltonetworks.com/threat-brief-austin-biotech-corp-2022/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001762886&type=8-K&dateb=20220219&owner=include&count=10,cybersecurity_firm,2,83.36,Silver,,OT/ICS systems affected; physical operations suspended for 3 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0719-001,Carver Brands Group N.V.,1314426896.67,NL,44-45,,7941,True,CARV.AS,2022-07-19,False,2022-07-24,2022-08-30,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,135178,PII,active_directory,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001480636&type=8-K&dateb=20221117&owner=include&count=10,,sec_filing,1,60.68,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1010-001,Houston Department Inc.,340623178.79,US,92,,4398,False,,2024-10-10,False,2024-10-12,2024-12-11,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Hive,confirmed,288055,PII,"active_directory,CRM,VPN",51.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001472298&type=8-K&dateb=20240517&owner=include&count=10,https://www.houston-department-inc.com/newsroom/2024/10/security-update,sec_filing,1,87.7,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
